index,input,category,labels
14317,"/etc/mnogosearch/langmap/ru.maccyr.lm
",lfi,1
14318,"/etc/mnogosearch/langmap/ru.utf8.lm
",lfi,1
14319,"/etc/mnogosearch/langmap/sk.ascii.lm
",lfi,1
14320,"/etc/mnogosearch/langmap/sk.cp1250.lm
",lfi,1
14321,"/etc/mnogosearch/langmap/sk.latin2.lm
",lfi,1
14322,"/etc/mnogosearch/langmap/sl.ascii.lm
",lfi,1
14323,"/etc/mnogosearch/langmap/sl.cp1250.lm
",lfi,1
14324,"/etc/mnogosearch/langmap/sl.latin2.lm
",lfi,1
14325,"/etc/mnogosearch/langmap/sq.latin1.lm
",lfi,1
14326,"/etc/mnogosearch/langmap/sr.cp1250.lm
",lfi,1
14327,"/etc/mnogosearch/langmap/sr.latin2.lm
",lfi,1
14328,"/etc/mnogosearch/langmap/sv.latin1.bible.lm
",lfi,1
14329,"/etc/mnogosearch/langmap/sv.latin1.lm
",lfi,1
14330,"/etc/mnogosearch/langmap/sw.latin1.lm
",lfi,1
14331,"/etc/mnogosearch/langmap/ta.tscii.lm
",lfi,1
14332,"/etc/mnogosearch/langmap/th.cp874.lm
",lfi,1
14333,"/etc/mnogosearch/langmap/th.tis-620.lm
",lfi,1
14334,"/etc/mnogosearch/langmap/tl.ascii.bible.lm
",lfi,1
14335,"/etc/mnogosearch/langmap/tl.ascii.lm
",lfi,1
14336,"/etc/mnogosearch/langmap/tr.cp1254.lm
",lfi,1
14337,"/etc/mnogosearch/langmap/tr.cp857.lm
",lfi,1
14338,"/etc/mnogosearch/langmap/tr.latin5.lm
",lfi,1
14339,"/etc/mnogosearch/langmap/ua.cp1251.lm
",lfi,1
14340,"/etc/mnogosearch/langmap/ua.koi8-u.lm
",lfi,1
14341,"/etc/mnogosearch/langmap/vi.viscii.lm
",lfi,1
14342,"/etc/mnogosearch/langmap/zh.big5.lm
",lfi,1
14343,"/etc/mnogosearch/langmap/zh.gb2312.lm
",lfi,1
14344,"/etc/mnogosearch/mandarin.freq
",lfi,1
14345,"/etc/mnogosearch/search.htm
",lfi,1
14346,"/etc/mnogosearch/search.htm-dist
",lfi,1
14347,"/etc/mnogosearch/spelld.conf-dist
",lfi,1
14348,"/etc/mnogosearch/stopwords.conf
",lfi,1
14349,"/etc/mnogosearch/stopwords/ct.sl
",lfi,1
14350,"/etc/mnogosearch/stopwords/cz.sl
",lfi,1
14351,"/etc/mnogosearch/stopwords/da.sl
",lfi,1
14352,"/etc/mnogosearch/stopwords/de.sl
",lfi,1
14353,"/etc/mnogosearch/stopwords/en.big.sl
",lfi,1
14354,"/etc/mnogosearch/stopwords/en.huge.sl
",lfi,1
14355,"/etc/mnogosearch/stopwords/en.sl
",lfi,1
14356,"/etc/mnogosearch/stopwords/es.sl
",lfi,1
14357,"/etc/mnogosearch/stopwords/fr.sl
",lfi,1
14358,"/etc/mnogosearch/stopwords/hu.sl
",lfi,1
14359,"/etc/mnogosearch/stopwords/it.sl
",lfi,1
14360,"/etc/mnogosearch/stopwords/lt.sl
",lfi,1
14361,"/etc/mnogosearch/stopwords/nl.sl
",lfi,1
14362,"/etc/mnogosearch/stopwords/no.sl
",lfi,1
14363,"/etc/mnogosearch/stopwords/pl.sl
",lfi,1
14364,"/etc/mnogosearch/stopwords/pt.sl
",lfi,1
14365,"/etc/mnogosearch/stopwords/ru.sl
",lfi,1
14366,"/etc/mnogosearch/stopwords/sk.sl
",lfi,1
14367,"/etc/mnogosearch/stopwords/tr.sl
",lfi,1
14368,"/etc/mnogosearch/stopwords/ua.sl
",lfi,1
14369,"/etc/mnogosearch/synonym/english.syn
",lfi,1
14370,"/etc/mnogosearch/synonym/francais.syn
",lfi,1
14371,"/etc/mnogosearch/synonym/italian.syn
",lfi,1
14372,"/etc/mnogosearch/synonym/russian.syn
",lfi,1
14373,"/etc/mnogosearch/thai.freq
",lfi,1
14374,"/etc/mnogosearch/TraditionalChinese.freq
",lfi,1
14375,"/etc/mobilemesh/mmborder.conf
",lfi,1
14376,"/etc/mobilemesh/mmborder.debug
",lfi,1
14377,"/etc/mobilemesh/mmdiscover-border.conf
",lfi,1
14378,"/etc/mobilemesh/mmdiscover.conf
",lfi,1
14379,"/etc/mobilemesh/mmdiscover.debug
",lfi,1
14380,"/etc/mobilemesh/mmrp.conf
",lfi,1
14381,"/etc/mobilemesh/mmrp.debug
",lfi,1
14382,"/etc/mobilemesh/mmtodot.debug
",lfi,1
14383,"/etc/modlogan/group.extension.conf
",lfi,1
14384,"/etc/modlogan/group.host.conf
",lfi,1
14385,"/etc/modlogan/group.os.conf
",lfi,1
14386,"/etc/modlogan/group.searchengines.conf
",lfi,1
14387,"/etc/modlogan/group.ua.conf
",lfi,1
14388,"/etc/modlogan/group.url.conf
",lfi,1
14389,"/etc/modlogan/ignore.searchengines.conf
",lfi,1
14390,"/etc/modlogan/match.os.conf
",lfi,1
14391,"/etc/modlogan/match.searchengines.conf
",lfi,1
14392,"/etc/modlogan/match.ua.conf
",lfi,1
14393,"/etc/modlogan/match.useragents.conf
",lfi,1
14394,"/etc/modlogan/modlogan.conf
",lfi,1
14395,"/etc/modlogan/modlogan.conf-dist
",lfi,1
14396,"/etc/modlogan/modlogan.css
",lfi,1
14397,"/etc/modlogan/modlogan.def.conf
",lfi,1
14398,"/etc/modprobe.d/alsa-base
",lfi,1
14399,"/etc/modprobe.d/bluez
",lfi,1
14400,"/etc/modprobe.d/devfsd
",lfi,1
14401,"/etc/modprobe.d/dumputils
",lfi,1
14402,"/etc/modprobe.d/nvidia-kernel-nkc
",lfi,1
14403,"/etc/modprobe.d/sl-modem-daemon.modutils
",lfi,1
14404,"/etc/modprobe.d/thinkpad
",lfi,1
14405,"/etc/modutils/1devfsd
",lfi,1
14406,"/etc/modutils/affix-common
",lfi,1
14407,"/etc/modutils/alsa-base
",lfi,1
14408,"/etc/modutils/apm
",lfi,1
14409,"/etc/modutils/bluez
",lfi,1
14410,"/etc/modutils/cipe
",lfi,1
14411,"/etc/modutils/decnet
",lfi,1
14412,"/etc/modutils/dumputils
",lfi,1
14413,"/etc/modutils/evms
",lfi,1
14414,"/etc/modutils/ftape-util
",lfi,1
14415,"/etc/modutils/gom
",lfi,1
14416,"/etc/modutils/gpib
",lfi,1
14417,"/etc/modutils/i2c
",lfi,1
14418,"/etc/modutils/ibcs-base
",lfi,1
14419,"/etc/modutils/ipx.aliases
",lfi,1
14420,"/etc/modutils/irda
",lfi,1
14421,"/etc/modutils/lirc
",lfi,1
14422,"/etc/modutils/mga-vid-common
",lfi,1
14423,"/etc/modutils/mt-st
",lfi,1
14424,"/etc/modutils/mwavem
",lfi,1
14425,"/etc/modutils/nvidia-kernel-nkc
",lfi,1
14426,"/etc/modutils/setserial
",lfi,1
14427,"/etc/modutils/sl-modem-daemon.modutils
",lfi,1
14428,"/etc/modutils/thinkpad
",lfi,1
14429,"/etc/modutils/toshutils
",lfi,1
14430,"/etc/modutils/udftools
",lfi,1
14431,"/etc/modutils/vtund
",lfi,1
14432,"/etc/moin/farmconfig.py
",lfi,1
14433,"/etc/moin/moinmaster.py
",lfi,1
14434,"/etc/mol/dhcpd-mol.conf
",lfi,1
14435,"/etc/mol/molrc.input
",lfi,1
14436,"/etc/mol/molrc.linux
",lfi,1
14437,"/etc/mol/molrc.macos
",lfi,1
14438,"/etc/mol/molrc.net
",lfi,1
14439,"/etc/mol/molrc.osx
",lfi,1
14440,"/etc/mol/molrc.ow
",lfi,1
14441,"/etc/mol/molrc.sound
",lfi,1
14442,"/etc/mol/molrc.video
",lfi,1
14443,"/etc/mol/session.map
",lfi,1
14444,"/etc/mol/tunconfig
",lfi,1
14445,"/etc/mol/yaboot.conf
",lfi,1
14446,"/etc/mon/auth.cf
",lfi,1
14447,"/etc/mon/mon.cf
",lfi,1
14448,"/etc/monit/monitrc
",lfi,1
14449,"/etc/moniwiki/apache.conf
",lfi,1
14450,"/etc/mono-server/conf.d/monodoc-http/10_monodoc-http
",lfi,1
14451,"/etc/mono-server2/conf.d/monodoc-http/10_monodoc-http
",lfi,1
14452,"/etc/monopd.conf
",lfi,1
14453,"/etc/moodle/apache.conf
",lfi,1
14454,"/etc/moomps/rc
",lfi,1
14455,"/etc/mordor/mordor.cf
",lfi,1
14456,"/etc/mordor/welcome
",lfi,1
14457,"/etc/mordor/welcome.dm
",lfi,1
14458,"/etc/moria-hours
",lfi,1
14459,"/etc/motion/motion.conf
",lfi,1
14460,"/etc/mova/Movarc
",lfi,1
14461,"/etc/mova/Movarc_Mueller7accentGPL.koi
",lfi,1
14462,"/etc/mova/Movarc_Mueller7GPL.koi
",lfi,1
14463,"/etc/movixmaker-2.conf
",lfi,1
14464,"/etc/mozilla-extensions/checky.js
",lfi,1
14465,"/etc/mozilla-firefox/mozilla-firefoxrc
",lfi,1
14466,"/etc/mozilla-firefox/pref/firefox.js
",lfi,1
14467,"/etc/mozilla-firefox/profile/bookmarks.html
",lfi,1
14468,"/etc/mozilla-firefox/profile/chrome/userChrome-example.css
",lfi,1
14469,"/etc/mozilla-firefox/profile/chrome/userContent-example.css
",lfi,1
14470,"/etc/mozilla-firefox/profile/extensions/Extensions.rdf
",lfi,1
14471,"/etc/mozilla-firefox/profile/localstore.rdf
",lfi,1
14472,"/etc/mozilla-firefox/profile/mimeTypes.rdf
",lfi,1
14473,"/etc/mozilla-firefox/profile/prefs.js
",lfi,1
14474,"/etc/mozilla-firefox/profile/search.rdf
",lfi,1
14475,"/etc/mozilla/enigmail.js
",lfi,1
14476,"/etc/mozpluggerrc
",lfi,1
14477,"/etc/mp3roaster/mp3roasterrc
",lfi,1
14478,"/etc/mpich-mpd/machines.LINUX
",lfi,1
14479,"/etc/mpich/machines.LINUX
",lfi,1
14480,"/etc/mplayerplug-in.conf
",lfi,1
14481,"/etc/mplayerplug-in.types
",lfi,1
14482,"/etc/mrtg.cfg
",lfi,1
14483,"/etc/mtools.conf
",lfi,1
14484,"/etc/mtoolsfm.conf
",lfi,1
14485,"/etc/multicdrc
",lfi,1
14486,"/etc/multitail.conf
",lfi,1
14487,"/etc/munin/munin-node.conf
",lfi,1
14488,"/etc/munin/munin.conf
",lfi,1
14489,"/etc/munin/plugin-conf.d/munin-node
",lfi,1
14490,"/etc/munin/templates/definitions.html
",lfi,1
14491,"/etc/munin/templates/logo.png
",lfi,1
14492,"/etc/munin/templates/munin-comparison-day.tmpl
",lfi,1
14493,"/etc/munin/templates/munin-comparison-month.tmpl
",lfi,1
14494,"/etc/munin/templates/munin-comparison-week.tmpl
",lfi,1
14495,"/etc/munin/templates/munin-comparison-year.tmpl
",lfi,1
14496,"/etc/munin/templates/munin-domainview.tmpl
",lfi,1
14497,"/etc/munin/templates/munin-nodeview.tmpl
",lfi,1
14498,"/etc/munin/templates/munin-overview.tmpl
",lfi,1
14499,"/etc/munin/templates/munin-serviceview.tmpl
",lfi,1
14500,"/etc/munin/templates/style.css
",lfi,1
14501,"/etc/musclepam/pam-muscle.conf
",lfi,1
14502,"/etc/Muttrc.t-prot
",lfi,1
14503,"/etc/mwavem/mwavem.conf
",lfi,1
14504,"/etc/myphpmoney/apache.conf
",lfi,1
14505,"/etc/mysql/debian-log-rotate.conf
",lfi,1
14506,"/etc/mysql/debian-start
",lfi,1
14507,"/etc/mysql/my.cnf
",lfi,1
14508,"/etc/naccttab
",lfi,1
14509,"/etc/nagat/apache.conf
",lfi,1
14510,"/etc/nagat/local.inc
",lfi,1
14511,"/etc/nagi/nagi.ini
",lfi,1
14512,"/etc/nagi/standard.ini
",lfi,1
14513,"/etc/nagios-plugins/config/breeze.cfg
",lfi,1
14514,"/etc/nagios-plugins/config/check_nrpe.cfg
",lfi,1
14515,"/etc/nagios-plugins/config/disk.cfg
",lfi,1
14516,"/etc/nagios-plugins/config/dns.cfg
",lfi,1
14517,"/etc/nagios-plugins/config/dummy.cfg
",lfi,1
14518,"/etc/nagios-plugins/config/flexlm.cfg
",lfi,1
14519,"/etc/nagios-plugins/config/ftp.cfg
",lfi,1
14520,"/etc/nagios-plugins/config/games.cfg
",lfi,1
14521,"/etc/nagios-plugins/config/hppjd.cfg
",lfi,1
14522,"/etc/nagios-plugins/config/http.cfg
",lfi,1
14523,"/etc/nagios-plugins/config/ifstatus.cfg
",lfi,1
14524,"/etc/nagios-plugins/config/ldap.cfg
",lfi,1
14525,"/etc/nagios-plugins/config/load.cfg
",lfi,1
14526,"/etc/nagios-plugins/config/mail.cfg
",lfi,1
14527,"/etc/nagios-plugins/config/mrtg.cfg
",lfi,1
14528,"/etc/nagios-plugins/config/mysql.cfg
",lfi,1
14529,"/etc/nagios-plugins/config/netware.cfg
",lfi,1
14530,"/etc/nagios-plugins/config/news.cfg
",lfi,1
14531,"/etc/nagios-plugins/config/nmap.cfg
",lfi,1
14532,"/etc/nagios-plugins/config/nt.cfg
",lfi,1
14533,"/etc/nagios-plugins/config/ntp.cfg
",lfi,1
14534,"/etc/nagios-plugins/config/pgsql.cfg
",lfi,1
14535,"/etc/nagios-plugins/config/ping.cfg
",lfi,1
14536,"/etc/nagios-plugins/config/procs.cfg
",lfi,1
14537,"/etc/nagios-plugins/config/radius.cfg
",lfi,1
14538,"/etc/nagios-plugins/config/real.cfg
",lfi,1
14539,"/etc/nagios-plugins/config/rpc-nfs.cfg
",lfi,1
14540,"/etc/nagios-plugins/config/snmp.cfg
",lfi,1
14541,"/etc/nagios-plugins/config/ssh.cfg
",lfi,1
14542,"/etc/nagios-plugins/config/statd_commands.cfg
",lfi,1
14543,"/etc/nagios-plugins/config/tcp_udp.cfg
",lfi,1
14544,"/etc/nagios-plugins/config/telnet.cfg
",lfi,1
14545,"/etc/nagios-plugins/config/users.cfg
",lfi,1
14546,"/etc/nagios-plugins/config/vsz.cfg
",lfi,1
14547,"/etc/nagios/nrpe.cfg
",lfi,1
14548,"/etc/nail.rc
",lfi,1
14549,"/etc/namazu/cgidirs
",lfi,1
14550,"/etc/namazu/mknmzrc
",lfi,1
14551,"/etc/namazu/namazurc
",lfi,1
14552,"/etc/nanorc
",lfi,1
14553,"/etc/ncat.conf
",lfi,1
14554,"/etc/ncat.conf.MASTER
",lfi,1
14555,"/etc/ncbi/.ncbirc
",lfi,1
14556,"/etc/ncbi/.nlmstmanrc
",lfi,1
14557,"/etc/ndtpd/book.d/00ndtpd
",lfi,1
14558,"/etc/ndtpd/book.d/edict
",lfi,1
14559,"/etc/nessus/nessus-services
",lfi,1
14560,"/etc/nessus/nessusd.conf
",lfi,1
14561,"/etc/netatalk/afpd.conf
",lfi,1
14562,"/etc/netatalk/AppleVolumes.default
",lfi,1
14563,"/etc/netatalk/AppleVolumes.system
",lfi,1
14564,"/etc/netatalk/atalkd.conf
",lfi,1
14565,"/etc/netatalk/papd.conf
",lfi,1
14566,"/etc/netenv/netenv.conf
",lfi,1
14567,"/etc/nethack/hearse.conf
",lfi,1
14568,"/etc/nethack/nethackrc.console
",lfi,1
14569,"/etc/nethack/nethackrc.gnome
",lfi,1
14570,"/etc/nethack/nethackrc.lisp
",lfi,1
14571,"/etc/nethack/nethackrc.qt
",lfi,1
14572,"/etc/nethack/nethackrc.tty
",lfi,1
14573,"/etc/nethack/nethackrc.x11
",lfi,1
14574,"/etc/netmrg/netmrg.conf
",lfi,1
14575,"/etc/netmrg/netmrg.xml
",lfi,1
14576,"/etc/netscript/if.conf
",lfi,1
14577,"/etc/netscript/ipfilter-defs.conf
",lfi,1
14578,"/etc/netscript/ipfilter-defs/dnat-defs
",lfi,1
14579,"/etc/netscript/ipfilter-defs/example.def
",lfi,1
14580,"/etc/netscript/ipfilter-defs/example2.def
",lfi,1
14581,"/etc/netscript/ipfilter-defs/local.def
",lfi,1
14582,"/etc/netscript/ipfilter-defs/masq-defs
",lfi,1
14583,"/etc/netscript/ipfilter-defs/network-defs
",lfi,1
14584,"/etc/netscript/ipfilter-defs/prototypes-defs
",lfi,1
14585,"/etc/netscript/ipfilter-defs/prototypes.sh
",lfi,1
14586,"/etc/netscript/ipfilter-defs/README
",lfi,1
14587,"/etc/netscript/ipfilter.conf
",lfi,1
14588,"/etc/netscript/netscript-compile.conf
",lfi,1
14589,"/etc/netscript/network.conf
",lfi,1
14590,"/etc/netscript/qos.conf
",lfi,1
14591,"/etc/netscript/README
",lfi,1
14592,"/etc/netscript/wep.conf
",lfi,1
14593,"/etc/network/if-down.d/00README.linkdir
",lfi,1
14594,"/etc/network/if-down.d/50guarddog
",lfi,1
14595,"/etc/network/if-down.d/51guidedog
",lfi,1
14596,"/etc/network/if-down.d/99masqmail
",lfi,1
14597,"/etc/network/if-down.d/clamav-freshclam-ifupdown
",lfi,1
14598,"/etc/network/if-down.d/openvpn
",lfi,1
14599,"/etc/network/if-down.d/postfix
",lfi,1
14600,"/etc/network/if-down.d/sendmail
",lfi,1
14601,"/etc/network/if-down.d/vnstat
",lfi,1
14602,"/etc/network/if-post-down.d/00README.linkdir
",lfi,1
14603,"/etc/network/if-post-down.d/bridge
",lfi,1
14604,"/etc/network/if-post-down.d/vlan
",lfi,1
14605,"/etc/network/if-pre-up.d/00README.linkdir
",lfi,1
14606,"/etc/network/if-pre-up.d/bridge
",lfi,1
14607,"/etc/network/if-pre-up.d/hostap-utils
",lfi,1
14608,"/etc/network/if-pre-up.d/uml-utilities
",lfi,1
14609,"/etc/network/if-pre-up.d/vlan
",lfi,1
14610,"/etc/network/if-pre-up.d/whereami
",lfi,1
14611,"/etc/network/if-pre-up.d/wireless-tools
",lfi,1
14612,"/etc/network/if-up.d/00README.linkdir
",lfi,1
14613,"/etc/network/if-up.d/1masqmail
",lfi,1
14614,"/etc/network/if-up.d/50guarddog
",lfi,1
14615,"/etc/network/if-up.d/51guidedog
",lfi,1
14616,"/etc/network/if-up.d/clamav-freshclam-ifupdown
",lfi,1
14617,"/etc/network/if-up.d/ifmetric
",lfi,1
14618,"/etc/network/if-up.d/ip
",lfi,1
14619,"/etc/network/if-up.d/openvpn
",lfi,1
14620,"/etc/network/if-up.d/postfix
",lfi,1
14621,"/etc/network/if-up.d/sendmail
",lfi,1
14622,"/etc/network/if-up.d/uml-utilities
",lfi,1
14623,"/etc/network/if-up.d/vnstat
",lfi,1
14624,"/etc/network/ifupdown-scripts-zg2.d-symlinks.conf
",lfi,1
14625,"/etc/network/ifupdown-scripts-zg2.d/00README.linkdir
",lfi,1
14626,"/etc/network/ifupdown-scripts-zg2.d/address
",lfi,1
14627,"/etc/network/ifupdown-scripts-zg2.d/atm-interfacename
",lfi,1
14628,"/etc/network/ifupdown-scripts-zg2.d/atmarp
",lfi,1
14629,"/etc/network/ifupdown-scripts-zg2.d/common-functions
",lfi,1
14630,"/etc/network/ifupdown-scripts-zg2.d/delstate
",lfi,1
14631,"/etc/network/ifupdown-scripts-zg2.d/eth-interfacename
",lfi,1
14632,"/etc/network/ifupdown-scripts-zg2.d/flags
",lfi,1
14633,"/etc/network/ifupdown-scripts-zg2.d/lo-linkup
",lfi,1
14634,"/etc/network/ifupdown-scripts-zg2.d/redirects
",lfi,1
14635,"/etc/network/ifupdown-scripts-zg2.d/specialcommands
",lfi,1
14636,"/etc/network/ifupdown-scripts-zg2.d/staticroutes
",lfi,1
14637,"/etc/network/ifupdown-scripts-zg2.d/vlan
",lfi,1
14638,"/etc/network/secvpn.conf
",lfi,1
14639,"/etc/news/batchparms
",lfi,1
14640,"/etc/news/controlperm
",lfi,1
14641,"/etc/news/distributions
",lfi,1
14642,"/etc/news/encodings
",lfi,1
14643,"/etc/news/explist
",lfi,1
14644,"/etc/news/inews.conf
",lfi,1
14645,"/etc/news/leafnode/do-fetch-news
",lfi,1
14646,"/etc/news/leafnode/filters
",lfi,1
14647,"/etc/news/mailname
",lfi,1
14648,"/etc/news/mailpaths
",lfi,1
14649,"/etc/news/newsflash/list0
",lfi,1
14650,"/etc/news/newsflash/list1
",lfi,1
14651,"/etc/news/newsflash/serverlist
",lfi,1
14652,"/etc/news/nntp_access
",lfi,1
14653,"/etc/news/organization
",lfi,1
14654,"/etc/news/postdefltgroup
",lfi,1
14655,"/etc/news/postit.conf
",lfi,1
14656,"/etc/news/readnews.ctl
",lfi,1
14657,"/etc/news/report.ctl
",lfi,1
14658,"/etc/news/scripts/send-ffx
",lfi,1
14659,"/etc/news/scripts/send-fidogate
",lfi,1
14660,"/etc/news/server
",lfi,1
14661,"/etc/news/slrn-help.txt
",lfi,1
14662,"/etc/news/slrn.rc
",lfi,1
14663,"/etc/news/slrnpull.conf
",lfi,1
14664,"/etc/news/sn/debian-config
",lfi,1
14665,"/etc/news/subscriptions
",lfi,1
14666,"/etc/news/sys
",lfi,1
14667,"/etc/news/whoami
",lfi,1
14668,"/etc/nfsboot/default.pwdconf
",lfi,1
14669,"/etc/nfsbooted/fstab
",lfi,1
14670,"/etc/nfsbooted/mountfix.conf
",lfi,1
14671,"/etc/nmh/components
",lfi,1
14672,"/etc/nmh/digestcomps
",lfi,1
14673,"/etc/nmh/distcomps
",lfi,1
14674,"/etc/nmh/forwcomps
",lfi,1
14675,"/etc/nmh/MailAliases
",lfi,1
14676,"/etc/nmh/mhl.body
",lfi,1
14677,"/etc/nmh/mhl.digest
",lfi,1
14678,"/etc/nmh/mhl.format
",lfi,1
14679,"/etc/nmh/mhl.forward
",lfi,1
14680,"/etc/nmh/mhl.headers
",lfi,1
14681,"/etc/nmh/mhl.reply
",lfi,1
14682,"/etc/nmh/mhn.defaults
",lfi,1
14683,"/etc/nmh/mts.conf
",lfi,1
14684,"/etc/nmh/rcvdistcomps
",lfi,1
14685,"/etc/nmh/rcvdistcomps.outbox
",lfi,1
14686,"/etc/nmh/replcomps
",lfi,1
14687,"/etc/nmh/replgroupcomps
",lfi,1
14688,"/etc/nmh/scan.default
",lfi,1
14689,"/etc/nmh/scan.mailx
",lfi,1
14690,"/etc/nmh/scan.MMDDYY
",lfi,1
14691,"/etc/nmh/scan.nomime
",lfi,1
14692,"/etc/nmh/scan.size
",lfi,1
14693,"/etc/nmh/scan.time
",lfi,1
14694,"/etc/nmh/scan.timely
",lfi,1
14695,"/etc/nmh/scan.unseen
",lfi,1
14696,"/etc/nmh/scan.YYYYMMDD
",lfi,1
14697,"/etc/nsca.cfg
",lfi,1
14698,"/etc/nscd.conf
",lfi,1
14699,"/etc/nsd/nsd.zones
",lfi,1
14700,"/etc/nsisconf.nsh
",lfi,1
14701,"/etc/nsmon.conf
",lfi,1
14702,"/etc/nss-mysql-root.conf
",lfi,1
14703,"/etc/nss-mysql.conf
",lfi,1
14704,"/etc/ntlmaps/server.cfg
",lfi,1
14705,"/etc/ntop/AS-list.txt.gz
",lfi,1
14706,"/etc/ntop/etter.passive.os.fp.gz
",lfi,1
14707,"/etc/ntop/ntop-cert.pem
",lfi,1
14708,"/etc/ntop/oui.txt.gz
",lfi,1
14709,"/etc/ntop/p2c.opt.table.gz
",lfi,1
14710,"/etc/ntop/protocol.list
",lfi,1
14711,"/etc/ntop/specialMAC.txt.gz
",lfi,1
14712,"/etc/ntp.conf
",lfi,1
14713,"/etc/nvram-wakeup.conf
",lfi,1
14714,"/etc/nwrite.rc
",lfi,1
14715,"/etc/oaf/oaf-config.xml
",lfi,1
14716,"/etc/ocamlfind.conf
",lfi,1
14717,"/etc/odbc.ini
",lfi,1
14718,"/etc/odbcinst.ini
",lfi,1
14719,"/etc/odyssey.conf
",lfi,1
14720,"/etc/oglerc
",lfi,1
14721,"/etc/oidentd.conf
",lfi,1
14722,"/etc/oidentd_masq.conf
",lfi,1
14723,"/etc/omniORB4.cfg
",lfi,1
14724,"/etc/onak.conf
",lfi,1
14725,"/etc/oo2c/libooc-vo-dev.ooc
",lfi,1
14726,"/etc/oo2c/libooc-x11-dev.ooc
",lfi,1
14727,"/etc/oo2c/libooc-xml-dev.ooc
",lfi,1
14728,"/etc/oo2c/oo2crc
",lfi,1
14729,"/etc/ooo2dbk.xml
",lfi,1
14730,"/etc/openafs/afs.conf
",lfi,1
14731,"/etc/opendb/apache.conf
",lfi,1
14732,"/etc/opendb/opendb.conf
",lfi,1
14733,"/etc/openldap/debian.at.conf
",lfi,1
14734,"/etc/openldap/debian.oc.conf
",lfi,1
14735,"/etc/openldap/mail_netscape.at.conf
",lfi,1
14736,"/etc/openldap/mail_netscape.oc.conf
",lfi,1
14737,"/etc/openldap/netscape_roaming.at.conf
",lfi,1
14738,"/etc/openldap/netscape_roaming.oc.conf
",lfi,1
14739,"/etc/openldap/nis.at.conf
",lfi,1
14740,"/etc/openldap/nis.oc.conf
",lfi,1
14741,"/etc/openldap/others_nis.at.conf
",lfi,1
14742,"/etc/openldap/others_nis.oc.conf
",lfi,1
14743,"/etc/openmclrc.lisp
",lfi,1
14744,"/etc/openntpd/ntpd.conf
",lfi,1
14745,"/etc/openoffice/psprint.conf
",lfi,1
14746,"/etc/openoffice/sofficerc
",lfi,1
14747,"/etc/openuniverse.conf
",lfi,1
14748,"/etc/opiekeys
",lfi,1
14749,"/etc/orgadoc/orgadoc.conf
",lfi,1
14750,"/etc/orgadoc/templates/ast/comment.tpl
",lfi,1
14751,"/etc/orgadoc/templates/ast/document.tpl
",lfi,1
14752,"/etc/orgadoc/templates/bibtex/document.tpl
",lfi,1
14753,"/etc/orgadoc/templates/cgi/comment.tpl
",lfi,1
14754,"/etc/orgadoc/templates/cgi/document.tpl
",lfi,1
14755,"/etc/orgadoc/templates/cgi/global.tpl
",lfi,1
14756,"/etc/orgadoc/templates/cgi/link.tpl
",lfi,1
14757,"/etc/orgadoc/templates/html/comment.tpl
",lfi,1
14758,"/etc/orgadoc/templates/html/document.tpl
",lfi,1
14759,"/etc/orgadoc/templates/html/global.tpl
",lfi,1
14760,"/etc/orgadoc/templates/html/link.tpl
",lfi,1
14761,"/etc/orgadoc/templates/latex/comment.tpl
",lfi,1
14762,"/etc/orgadoc/templates/latex/document.tpl
",lfi,1
14763,"/etc/orgadoc/templates/latex/global.tpl
",lfi,1
14764,"/etc/orpierc
",lfi,1
14765,"/etc/orville.conf
",lfi,1
14766,"/etc/osh.conf
",lfi,1
14767,"/etc/osiris/osirismd.conf
",lfi,1
14768,"/etc/otrs/apache2-httpd.include.conf
",lfi,1
14769,"/etc/otrs/fetchmailrc
",lfi,1
14770,"/etc/otrs/Kernel/Config.pm
",lfi,1
14771,"/etc/otrs/Kernel/Config/GenericAgent.pm
",lfi,1
14772,"/etc/otrs/Output/HTML/Admin.pm
",lfi,1
14773,"/etc/otrs/Output/HTML/Agent.pm
",lfi,1
14774,"/etc/otrs/Output/HTML/ArticleCheckPGP.pm
",lfi,1
14775,"/etc/otrs/Output/HTML/ArticleCheckSMIME.pm
",lfi,1
14776,"/etc/otrs/Output/HTML/ArticleComposeCrypt.pm
",lfi,1
14777,"/etc/otrs/Output/HTML/ArticleComposeSign.pm
",lfi,1
14778,"/etc/otrs/Output/HTML/Customer.pm
",lfi,1
14779,"/etc/otrs/Output/HTML/FAQ.pm
",lfi,1
14780,"/etc/otrs/Output/HTML/Generic.pm
",lfi,1
14781,"/etc/otrs/Output/HTML/Lite/AdminAttachmentForm.dtl
",lfi,1
14782,"/etc/otrs/Output/HTML/Lite/AdminAutoResponseForm.dtl
",lfi,1
14783,"/etc/otrs/Output/HTML/Lite/AdminCharsetForm.dtl
",lfi,1
14784,"/etc/otrs/Output/HTML/Lite/AdminCustomerUserForm.dtl
",lfi,1
14785,"/etc/otrs/Output/HTML/Lite/AdminCustomerUserGroupChangeForm.dtl
",lfi,1
14786,"/etc/otrs/Output/HTML/Lite/AdminCustomerUserGroupForm.dtl
",lfi,1
14787,"/etc/otrs/Output/HTML/Lite/AdminEmail.dtl
",lfi,1
14788,"/etc/otrs/Output/HTML/Lite/AdminEmailSent.dtl
",lfi,1
